order_id,sku,customer_id,customer_name,qty,priority,create_time,due_time,actual_completion_time,estimated_proc_hours,status,machine_type,family
WO-2025-000174,HND-012,C014,阿维塔,349,P1,2025-03-22 11:00:00,2025-03-26 14:00:00,,1.67,待开工,油压,HND
WO-2025-000175,DRH-008,C011,理想汽车,1050,P0,2025-12-08 18:00:00,2025-12-10 12:00:00,2025-12-10 10:18:07,3.81,已完工,全电动,DRH
WO-2025-000176,DUO-017,C007,零跑汽车,162,P1,2025-10-23 12:00:00,2025-10-27 05:00:00,,0.47,待开工,双色,DUO
WO-2025-000177,WLC-016,C016,安波福,452,P2,2025-10-13 15:00:00,2025-10-20 03:00:00,2025-10-20 01:06:27,1.06,已完工,双色,WLC
WO-2026-000178,DRH-014,C016,安波福,687,P1,2026-01-14 18:00:00,2026-01-17 19:00:00,,2.34,加工中,全电动,DRH
WO-2024-000179,BUM-020,C018,李尔,506,P0,2024-12-27 11:00:00,2024-12-29 06:00:00,2024-12-29 11:54:50,1.09,已完工,油压,BUM
WO-2025-000180,VEN-014,C012,蔚来汽车,170,P2,2025-02-16 18:00:00,2025-02-22 22:00:00,2025-02-22 20:55:07,0.21,已完工,全电动,VEN
WO-2025-000181,TLP-018,C001,东风彼欧,129,P1,2025-08-26 08:00:00,2025-08-28 10:00:00,2025-08-27 22:28:06,0.85,已完工,双色,TLP
WO-2024-000182,LFR-008,C015,马瑞利,134,P1,2024-09-23 17:00:00,2024-09-26 18:00:00,2024-09-26 20:20:58,0.04,已完工,两板,LFR
WO-2024-000183,TLM-020,C020,采埃孚,50,P1,2024-08-31 17:00:00,2024-09-03 09:00:00,2024-09-03 10:29:33,0.02,已完工,油压,TLM
WO-2025-000184,WLC-017,C017,麦格纳,172,P0,2025-04-17 15:00:00,2025-04-19 04:00:00,2025-04-18 22:10:39,0.24,已完工,双色,WLC
WO-2024-000185,LFR-001,C019,布雷博,178,P0,2024-12-20 14:00:00,2024-12-21 11:00:00,2024-12-21 05:56:47,0.71,已完工,两板,LFR
WO-2025-000186,DUO-012,C009,路特斯,316,P2,2025-06-11 18:00:00,2025-06-19 16:00:00,2025-06-19 19:54:52,0.74,已完工,双色,DUO
WO-2025-000187,DUO-013,C009,路特斯,74,P1,2025-05-19 10:00:00,2025-05-22 04:00:00,2025-05-21 22:12:21,0.63,已完工,双色,DUO
WO-2025-000188,DUO-020,C007,零跑汽车,489,P1,2025-07-01 15:00:00,2025-07-03 22:00:00,,6.66,加工中,双色,DUO
WO-2025-000189,LRB-006,C012,蔚来汽车,50,P1,2025-08-03 13:00:00,2025-08-06 21:00:00,2025-08-07 00:02:39,0.02,已完工,两板,LRB
WO-2025-000190,HND-027,C003,伟世通,354,P2,2025-05-21 10:00:00,2025-05-30 22:00:00,2025-05-30 18:56:40,0.59,已完工,油压,HND
WO-2026-000191,LRB-008,C004,佛吉亚,296,P1,2026-03-01 13:00:00,2026-03-03 21:00:00,,0.45,待开工,两板,LRB
WO-2025-000192,HND-024,C004,佛吉亚,397,P0,2025-09-20 09:00:00,2025-09-22 02:00:00,2025-09-21 16:39:14,1.29,已完工,油压,HND
WO-2024-000193,DRH-011,C003,伟世通,253,P1,2024-08-04 12:00:00,2024-08-08 22:00:00,2024-08-08 12:25:34,0.35,已完工,全电动,DRH
WO-2025-000194,BUM-013,C018,李尔,59,P0,2025-03-20 18:00:00,2025-03-21 14:00:00,2025-03-21 19:25:42,0.13,已完工,油压,BUM
WO-2025-000195,CUP-028,C017,麦格纳,171,P2,2025-09-19 18:00:00,2025-09-24 16:00:00,2025-09-24 08:50:04,2.37,已完工,全电动,CUP
WO-2025-000196,DRH-010,C001,东风彼欧,76,P0,2025-08-30 11:00:00,2025-09-01 02:00:00,2025-08-31 17:23:28,0.99,已完工,全电动,DRH
WO-2025-000197,BUM-006,C008,岚图汽车,50,P1,2025-12-23 15:00:00,2025-12-27 06:00:00,2025-12-26 18:17:40,0.29,已完工,油压,BUM
WO-2026-000198,DRH-008,C001,东风彼欧,327,P2,2026-04-21 08:00:00,2026-04-27 20:00:00,2026-04-27 21:59:57,1.25,已完工,全电动,DRH
WO-2026-000199,BUM-007,C017,麦格纳,288,P2,2026-04-07 08:00:00,2026-04-11 12:00:00,2026-04-11 17:56:12,1.14,已完工,油压,BUM
WO-2024-000200,TLP-004,C004,佛吉亚,373,P1,2024-01-31 10:00:00,2024-02-03 07:00:00,,1.97,待开工,双色,TLP
WO-2025-000201,VEN-001,C007,零跑汽车,232,P1,2025-03-09 12:00:00,2025-03-12 06:00:00,,0.42,待开工,全电动,VEN
WO-2025-000202,LRB-002,C010,极氪,141,P1,2025-08-07 18:00:00,2025-08-09 21:00:00,,0.35,加工中,两板,LRB
WO-2025-000203,LFR-010,C011,理想汽车,135,P2,2025-11-18 09:00:00,2025-11-26 21:00:00,2025-11-26 16:51:35,0.86,已完工,两板,LFR
WO-2025-000204,DRH-022,C004,佛吉亚,683,P0,2025-11-03 08:00:00,2025-11-04 16:00:00,2025-11-04 16:38:04,4.36,已完工,全电动,DRH
WO-2024-000205,HND-017,C009,路特斯,208,P0,2024-10-09 10:00:00,2024-10-10 10:00:00,2024-10-10 03:22:33,0.3,已完工,油压,HND
WO-2025-000206,HND-022,C015,马瑞利,50,P1,2025-02-20 17:00:00,2025-02-24 22:00:00,2025-02-25 00:40:49,0.13,已完工,油压,HND
WO-2024-000207,TLM-013,C007,零跑汽车,129,P2,2024-09-23 18:00:00,2024-10-01 19:00:00,,0.97,已取消,油压,TLM
WO-2024-000208,TLP-013,C001,东风彼欧,625,P2,2024-02-26 12:00:00,2024-03-06 04:00:00,2024-03-05 21:29:24,1.05,已完工,双色,TLP
WO-2024-000209,DRH-020,C009,路特斯,166,P2,2024-01-08 11:00:00,2024-01-15 14:00:00,2024-01-15 05:32:24,2.26,已完工,全电动,DRH
WO-2024-000210,TLM-014,C011,理想汽车,103,P2,2024-11-04 17:00:00,2024-11-11 09:00:00,2024-11-10 23:50:58,1.76,已完工,油压,TLM
WO-2026-000211,LRB-014,C003,伟世通,262,P2,2026-04-25 18:00:00,2026-04-30 16:00:00,2026-04-30 10:10:43,0.86,已完工,两板,LRB
WO-2025-000212,TLP-008,C015,马瑞利,90,P2,2025-08-24 17:00:00,2025-09-01 01:00:00,,0.11,待开工,双色,TLP
WO-2025-000213,CUP-005,C005,比亚迪,182,P2,2025-06-12 11:00:00,2025-06-21 10:00:00,2025-06-21 07:46:48,0.06,已完工,全电动,CUP
WO-2025-000214,LFR-017,C004,佛吉亚,126,P1,2025-04-08 18:00:00,2025-04-12 15:00:00,,0.23,已取消,两板,LFR
WO-2025-000215,WLC-007,C001,东风彼欧,50,P2,2025-01-18 11:00:00,2025-01-25 00:00:00,2025-01-24 20:43:13,0.35,已完工,双色,WLC
WO-2024-000216,TLM-023,C020,采埃孚,629,P2,2024-12-16 18:00:00,2024-12-24 14:00:00,,2.55,加工中,油压,TLM
WO-2024-000217,WLC-001,C015,马瑞利,1080,P1,2024-12-19 09:00:00,2024-12-23 01:00:00,2024-12-22 20:16:43,6.42,已完工,双色,WLC
WO-2026-000218,DRH-004,C013,问界,167,P0,2026-02-20 14:00:00,2026-02-22 11:00:00,,0.14,加工中,全电动,DRH
WO-2025-000219,TLP-013,C002,本田技研,578,P2,2025-10-01 11:00:00,2025-10-05 18:00:00,2025-10-05 11:56:30,1.08,已完工,双色,TLP
WO-2025-000220,HND-010,C014,阿维塔,162,P0,2025-08-05 13:00:00,2025-08-07 09:00:00,2025-08-07 12:19:19,1.41,已完工,油压,HND
WO-2024-000221,VEN-014,C004,佛吉亚,1064,P1,2024-09-09 14:00:00,2024-09-12 08:00:00,2024-09-12 07:43:11,1.4,已完工,全电动,VEN
WO-2024-000222,WLC-023,C014,阿维塔,195,P1,2024-08-28 18:00:00,2024-09-01 08:00:00,2024-08-31 21:00:30,0.49,已完工,双色,WLC
WO-2025-000223,LFR-008,C010,极氪,116,P1,2025-07-28 14:00:00,2025-07-30 14:00:00,2025-07-30 02:09:02,0.03,已完工,两板,LFR
WO-2025-000224,HND-017,C007,零跑汽车,229,P1,2025-02-17 13:00:00,2025-02-19 19:00:00,2025-02-19 11:48:55,0.28,已完工,油压,HND
WO-2026-000225,CUP-023,C013,问界,77,P1,2026-03-24 10:00:00,2026-03-27 13:00:00,2026-03-27 07:57:38,0.62,已完工,全电动,CUP
WO-2025-000226,TLM-005,C002,本田技研,138,P1,2025-05-17 12:00:00,2025-05-20 00:00:00,2025-05-19 12:55:43,0.22,已完工,油压,TLM
WO-2024-000227,LRB-018,C016,安波福,183,P2,2024-05-01 11:00:00,2024-05-09 18:00:00,,0.69,加工中,两板,LRB
WO-2025-000228,LRB-005,C014,阿维塔,361,P1,2025-01-14 09:00:00,2025-01-18 19:00:00,2025-01-18 08:10:10,4.63,已完工,两板,LRB
WO-2024-000229,WLC-006,C003,伟世通,50,P1,2024-03-11 09:00:00,2024-03-15 08:00:00,2024-03-15 04:51:26,0.36,已完工,双色,WLC
WO-2024-000230,DRH-019,C010,极氪,757,P2,2024-03-13 15:00:00,2024-03-21 10:00:00,2024-03-20 23:40:46,0.85,已完工,全电动,DRH
WO-2024-000231,DRH-001,C010,极氪,378,P2,2024-02-11 13:00:00,2024-02-20 22:00:00,,0.86,待开工,全电动,DRH
WO-2026-000232,CUP-003,C010,极氪,90,P1,2026-04-15 08:00:00,2026-04-17 15:00:00,2026-04-17 06:54:27,0.39,已完工,全电动,CUP
WO-2025-000233,DRH-005,C013,问界,962,P2,2025-06-26 15:00:00,2025-07-05 06:00:00,,3.61,待开工,全电动,DRH
WO-2024-000234,HND-006,C012,蔚来汽车,449,P1,2024-09-22 13:00:00,2024-09-25 13:00:00,2024-09-25 08:38:10,1.37,已完工,油压,HND
WO-2025-000235,LFR-004,C006,小鹏汽车,417,P2,2025-08-08 15:00:00,2025-08-14 12:00:00,2025-08-14 04:23:30,1.1,已完工,两板,LFR
WO-2025-000236,DRH-001,C003,伟世通,115,P1,2025-05-12 10:00:00,2025-05-14 20:00:00,2025-05-14 22:29:03,0.25,已完工,全电动,DRH
WO-2024-000237,BUM-022,C003,伟世通,243,P1,2024-08-08 09:00:00,2024-08-11 19:00:00,2024-08-11 10:47:02,0.63,已完工,油压,BUM
WO-2025-000238,TLM-026,C018,李尔,818,P2,2025-04-22 10:00:00,2025-04-29 07:00:00,2025-04-29 05:27:29,1.21,已完工,油压,TLM
WO-2025-000239,CUP-030,C019,布雷博,188,P1,2025-12-21 12:00:00,2025-12-24 02:00:00,2025-12-23 21:32:41,0.13,已完工,全电动,CUP
WO-2025-000240,TLM-023,C017,麦格纳,520,P2,2025-05-23 09:00:00,2025-05-31 10:00:00,2025-05-31 14:25:10,2.29,已完工,油压,TLM
WO-2025-000241,DUO-022,C019,布雷博,66,P2,2025-09-13 15:00:00,2025-09-21 06:00:00,2025-09-21 03:52:16,0.1,已完工,双色,DUO
WO-2026-000242,LFR-022,C005,比亚迪,776,P2,2026-03-02 18:00:00,2026-03-07 14:00:00,2026-03-07 13:36:19,0.65,已完工,两板,LFR
WO-2025-000243,TLP-014,C011,理想汽车,50,P2,2025-10-23 15:00:00,2025-11-01 14:00:00,2025-11-01 05:46:14,0.09,已完工,双色,TLP
WO-2024-000244,VEN-026,C002,本田技研,281,P1,2024-10-07 17:00:00,2024-10-10 03:00:00,,2.3,加工中,全电动,VEN
WO-2024-000245,VEN-002,C009,路特斯,58,P0,2024-11-24 08:00:00,2024-11-25 13:00:00,2024-11-25 14:29:58,0.21,已完工,全电动,VEN
WO-2025-000246,HND-001,C014,阿维塔,466,P1,2025-09-04 18:00:00,2025-09-09 12:00:00,2025-09-09 02:37:22,1.09,已完工,油压,HND
WO-2026-000247,CUP-020,C011,理想汽车,412,P0,2026-03-19 16:00:00,2026-03-21 11:00:00,2026-03-21 14:58:18,0.88,已完工,全电动,CUP
WO-2026-000248,BUM-002,C005,比亚迪,349,P2,2026-01-03 15:00:00,2026-01-08 19:00:00,,0.74,待开工,油压,BUM
WO-2024-000249,LFR-013,C004,佛吉亚,234,P1,2024-01-29 18:00:00,2024-02-02 23:00:00,2024-02-02 23:06:15,0.66,已完工,两板,LFR
WO-2024-000250,DRH-015,C009,路特斯,87,P1,2024-06-01 18:00:00,2024-06-04 13:00:00,2024-06-04 08:21:18,0.28,已完工,全电动,DRH
WO-2024-000251,DUO-016,C014,阿维塔,1240,P0,2024-09-13 09:00:00,2024-09-15 00:00:00,,1.2,待开工,双色,DUO
WO-2025-000252,VEN-008,C018,李尔,199,P1,2025-05-02 08:00:00,2025-05-07 01:00:00,2025-05-07 04:14:15,1.95,已完工,全电动,VEN
WO-2025-000253,DUO-003,C007,零跑汽车,1535,P2,2025-07-10 11:00:00,2025-07-18 17:00:00,2025-07-18 17:28:26,6.69,已完工,双色,DUO
WO-2025-000254,LRB-010,C019,布雷博,98,P1,2025-03-28 14:00:00,2025-03-31 06:00:00,2025-03-31 00:19:26,0.6,已完工,两板,LRB
WO-2026-000255,CUP-005,C013,问界,403,P2,2026-03-31 16:00:00,2026-04-09 20:00:00,2026-04-09 16:32:53,0.13,已完工,全电动,CUP
WO-2025-000256,DUO-020,C007,零跑汽车,292,P1,2025-02-06 16:00:00,2025-02-11 05:00:00,,3.5,待开工,双色,DUO
WO-2024-000257,LFR-019,C003,伟世通,74,P2,2024-01-31 16:00:00,2024-02-09 23:00:00,2024-02-09 17:24:32,0.04,已完工,两板,LFR
WO-2024-000258,LRB-020,C002,本田技研,72,P2,2024-11-04 15:00:00,2024-11-09 04:00:00,2024-11-08 19:03:44,0.09,已完工,两板,LRB
WO-2026-000259,CUP-004,C008,岚图汽车,58,P1,2026-03-10 15:00:00,2026-03-15 15:00:00,,0.07,待开工,全电动,CUP
WO-2025-000260,HND-017,C012,蔚来汽车,643,P1,2025-05-22 13:00:00,2025-05-26 01:00:00,2025-05-25 15:03:25,0.83,已完工,油压,HND
WO-2024-000261,HND-011,C005,比亚迪,341,P2,2024-01-03 13:00:00,2024-01-09 01:00:00,2024-01-09 03:53:55,2.59,已完工,油压,HND
WO-2025-000262,TLM-025,C017,麦格纳,2000,P1,2025-01-01 08:00:00,2025-01-03 16:00:00,2025-01-03 04:51:40,3.45,已完工,油压,TLM
WO-2025-000263,LFR-010,C020,采埃孚,697,P1,2025-11-25 10:00:00,2025-11-28 05:00:00,2025-11-28 08:20:31,4.22,已完工,两板,LFR
WO-2024-000264,LFR-015,C017,麦格纳,1974,P1,2024-02-01 12:00:00,2024-02-05 20:00:00,2024-02-05 11:50:00,3.54,已完工,两板,LFR
WO-2024-000265,VEN-027,C014,阿维塔,372,P1,2024-05-08 13:00:00,2024-05-12 00:00:00,,3.76,加工中,全电动,VEN
WO-2025-000266,BUM-024,C007,零跑汽车,91,P2,2025-07-31 16:00:00,2025-08-08 00:00:00,,0.48,加工中,油压,BUM
WO-2025-000267,DUO-020,C020,采埃孚,50,P2,2025-07-27 12:00:00,2025-08-01 04:00:00,2025-08-01 02:17:59,0.67,已完工,双色,DUO
WO-2025-000268,WLC-017,C011,理想汽车,102,P0,2025-11-15 13:00:00,2025-11-16 19:00:00,2025-11-16 14:35:28,0.15,已完工,双色,WLC
WO-2025-000269,TLM-027,C001,东风彼欧,86,P1,2025-06-12 14:00:00,2025-06-15 23:00:00,2025-06-16 02:16:59,0.71,已完工,油压,TLM
WO-2024-000270,BUM-025,C010,极氪,167,P2,2024-09-13 12:00:00,2024-09-22 11:00:00,2024-09-22 16:36:42,0.89,已完工,油压,BUM
WO-2025-000271,DUO-017,C009,路特斯,156,P2,2025-09-22 16:00:00,2025-09-30 01:00:00,2025-09-30 05:05:57,0.41,已完工,双色,DUO
WO-2025-000272,DUO-009,C007,零跑汽车,121,P1,2025-04-16 10:00:00,2025-04-20 11:00:00,2025-04-20 14:47:13,0.55,已完工,双色,DUO
WO-2024-000273,BUM-014,C015,马瑞利,115,P1,2024-04-28 17:00:00,2024-05-02 07:00:00,2024-05-01 23:47:35,0.25,已完工,油压,BUM
WO-2026-000274,CUP-011,C018,李尔,161,P2,2026-02-07 08:00:00,2026-02-11 22:00:00,2026-02-11 22:55:34,0.32,已完工,全电动,CUP
WO-2026-000275,CUP-018,C004,佛吉亚,307,P2,2026-03-09 13:00:00,2026-03-14 09:00:00,2026-03-14 01:01:06,0.19,已完工,全电动,CUP
WO-2025-000276,HND-006,C006,小鹏汽车,50,P2,2025-12-03 17:00:00,2025-12-12 23:00:00,2025-12-13 03:19:32,0.16,已完工,油压,HND
WO-2025-000277,DUO-006,C009,路特斯,77,P2,2025-09-29 13:00:00,2025-10-04 01:00:00,2025-10-03 18:28:06,0.27,已完工,双色,DUO
WO-2026-000278,CUP-020,C002,本田技研,50,P2,2026-04-12 16:00:00,2026-04-20 23:00:00,2026-04-20 22:28:33,0.1,已完工,全电动,CUP
WO-2024-000279,WLC-012,C020,采埃孚,340,P1,2024-01-15 13:00:00,2024-01-20 02:00:00,2024-01-20 04:06:15,2.26,已完工,双色,WLC
WO-2024-000280,DUO-010,C014,阿维塔,231,P0,2024-10-20 16:00:00,2024-10-22 00:00:00,2024-10-21 20:40:08,0.24,已完工,双色,DUO
WO-2025-000281,VEN-021,C006,小鹏汽车,360,P1,2025-08-10 14:00:00,2025-08-13 12:00:00,2025-08-13 08:39:54,6.67,已完工,全电动,VEN
WO-2025-000282,WLC-022,C007,零跑汽车,229,P1,2025-04-17 09:00:00,2025-04-21 21:00:00,2025-04-21 15:03:05,0.56,已完工,双色,WLC
WO-2025-000283,DRH-030,C012,蔚来汽车,188,P2,2025-12-06 16:00:00,2025-12-14 10:00:00,2025-12-14 04:08:51,0.1,已完工,全电动,DRH
WO-2025-000284,LRB-005,C020,采埃孚,242,P1,2025-03-14 11:00:00,2025-03-18 20:00:00,2025-03-18 17:37:13,3.48,已完工,两板,LRB
WO-2024-000285,VEN-025,C005,比亚迪,450,P2,2024-12-15 13:00:00,2024-12-20 18:00:00,2024-12-20 21:21:14,1.45,已完工,全电动,VEN
WO-2024-000286,DRH-015,C009,路特斯,93,P1,2024-07-17 08:00:00,2024-07-19 23:00:00,2024-07-20 01:04:55,0.31,已完工,全电动,DRH
WO-2024-000287,VEN-028,C012,蔚来汽车,116,P1,2024-10-02 10:00:00,2024-10-06 22:00:00,2024-10-06 14:15:09,0.06,已完工,全电动,VEN
WO-2024-000288,WLC-008,C013,问界,199,P1,2024-08-12 17:00:00,2024-08-16 03:00:00,2024-08-16 07:33:29,0.1,已完工,双色,WLC
WO-2024-000289,BUM-006,C017,麦格纳,62,P1,2024-03-20 09:00:00,2024-03-25 06:00:00,2024-03-25 05:09:27,0.42,已完工,油压,BUM
WO-2024-000290,TLM-010,C017,麦格纳,360,P2,2024-03-28 10:00:00,2024-04-07 00:00:00,,1.09,加工中,油压,TLM
WO-2025-000291,LRB-015,C018,李尔,134,P2,2025-08-06 14:00:00,2025-08-13 19:00:00,2025-08-13 22:46:01,0.13,已完工,两板,LRB
WO-2026-000292,DRH-027,C010,极氪,300,P2,2026-02-15 18:00:00,2026-02-21 20:00:00,2026-02-21 23:22:11,0.52,已完工,全电动,DRH
WO-2025-000293,DRH-028,C014,阿维塔,632,P2,2025-10-27 10:00:00,2025-11-03 19:00:00,2025-11-03 18:13:46,2.94,已完工,全电动,DRH
WO-2024-000294,TLM-020,C017,麦格纳,50,P2,2024-05-17 12:00:00,2024-05-27 10:00:00,2024-05-27 06:09:54,0.02,已完工,油压,TLM
WO-2024-000295,DRH-004,C008,岚图汽车,105,P2,2024-02-25 18:00:00,2024-03-06 05:00:00,2024-03-06 01:17:04,0.09,已完工,全电动,DRH
WO-2024-000296,LFR-016,C010,极氪,59,P1,2024-03-10 14:00:00,2024-03-14 20:00:00,2024-03-14 15:50:17,0.68,已完工,两板,LFR
WO-2025-000297,DRH-012,C009,路特斯,379,P2,2025-11-09 15:00:00,2025-11-14 01:00:00,2025-11-13 18:19:14,1.89,已完工,全电动,DRH
WO-2026-000298,CUP-005,C002,本田技研,146,P1,2026-02-03 15:00:00,2026-02-08 00:00:00,2026-02-07 20:19:41,0.05,已完工,全电动,CUP
WO-2025-000299,HND-020,C010,极氪,50,P2,2025-09-14 14:00:00,2025-09-19 07:00:00,2025-09-19 02:10:47,0.44,已完工,油压,HND
WO-2024-000300,TLP-025,C001,东风彼欧,126,P1,2024-11-03 16:00:00,2024-11-05 20:00:00,,0.49,待开工,双色,TLP
WO-2024-000301,BUM-010,C005,比亚迪,311,P2,2024-05-29 17:00:00,2024-06-07 20:00:00,2024-06-07 19:55:30,0.72,已完工,油压,BUM
WO-2024-000302,TLP-005,C011,理想汽车,907,P1,2024-10-07 14:00:00,2024-10-12 07:00:00,2024-10-12 11:05:07,0.79,已完工,双色,TLP
WO-2025-000303,LRB-022,C005,比亚迪,469,P2,2025-05-24 16:00:00,2025-06-02 06:00:00,2025-06-01 20:51:37,0.93,已完工,两板,LRB
WO-2024-000304,VEN-009,C018,李尔,73,P2,2024-01-05 08:00:00,2024-01-12 00:00:00,2024-01-11 13:57:31,0.67,已完工,全电动,VEN
WO-2024-000305,BUM-013,C006,小鹏汽车,304,P1,2024-03-26 10:00:00,2024-03-28 21:00:00,2024-03-28 10:30:00,0.72,已完工,油压,BUM
WO-2026-000306,CUP-028,C006,小鹏汽车,68,P0,2026-04-03 18:00:00,2026-04-05 01:00:00,2026-04-05 01:48:40,0.88,已完工,全电动,CUP
WO-2025-000307,DRH-001,C005,比亚迪,126,P1,2025-12-22 08:00:00,2025-12-25 03:00:00,2025-12-24 23:51:29,0.31,已完工,全电动,DRH
WO-2025-000308,TLM-025,C018,李尔,75,P2,2025-04-30 13:00:00,2025-05-06 03:00:00,2025-05-06 05:36:26,0.14,已完工,油压,TLM
WO-2025-000309,DRH-010,C015,马瑞利,164,P1,2025-01-09 08:00:00,2025-01-12 13:00:00,2025-01-12 16:27:25,2.3,已完工,全电动,DRH
WO-2025-000310,DUO-006,C002,本田技研,146,P2,2025-05-04 17:00:00,2025-05-13 21:00:00,2025-05-13 09:56:16,0.49,已完工,双色,DUO
WO-2026-000311,LRB-013,C004,佛吉亚,63,P2,2026-04-02 09:00:00,2026-04-08 07:00:00,2026-04-07 22:34:56,0.78,已完工,两板,LRB
WO-2025-000312,VEN-006,C010,极氪,165,P2,2025-10-13 12:00:00,2025-10-18 17:00:00,2025-10-18 11:46:05,0.55,已完工,全电动,VEN
WO-2025-000313,TLM-027,C006,小鹏汽车,122,P2,2025-06-11 13:00:00,2025-06-20 17:00:00,,1.07,加工中,油压,TLM
WO-2024-000314,WLC-009,C002,本田技研,268,P1,2024-09-13 17:00:00,2024-09-17 21:00:00,2024-09-17 17:53:19,0.34,已完工,双色,WLC
WO-2024-000315,LFR-001,C009,路特斯,218,P1,2024-12-15 13:00:00,2024-12-20 03:00:00,2024-12-20 08:03:20,0.79,已完工,两板,LFR
WO-2024-000316,WLC-008,C007,零跑汽车,100,P2,2024-07-23 18:00:00,2024-07-30 02:00:00,2024-07-29 19:00:00,0.05,已完工,双色,WLC
WO-2024-000317,BUM-004,C020,采埃孚,619,P0,2024-05-20 09:00:00,2024-05-21 10:00:00,,0.98,待开工,油压,BUM
WO-2025-000318,DRH-023,C001,东风彼欧,90,P2,2025-09-29 08:00:00,2025-10-08 05:00:00,2025-10-07 17:33:23,0.07,已完工,全电动,DRH
WO-2024-000319,TLM-021,C010,极氪,1252,P2,2024-12-23 16:00:00,2025-01-01 20:00:00,2025-01-01 09:52:52,3.62,已完工,油压,TLM
WO-2024-000320,VEN-028,C011,理想汽车,146,P2,2024-07-05 12:00:00,2024-07-13 20:00:00,2024-07-13 16:27:15,0.08,已完工,全电动,VEN
WO-2024-000321,WLC-013,C011,理想汽车,174,P0,2024-07-22 12:00:00,2024-07-23 10:00:00,,0.34,待开工,双色,WLC
WO-2024-000322,LFR-021,C005,比亚迪,444,P2,2024-09-12 12:00:00,2024-09-20 04:00:00,,5.87,待开工,两板,LFR
WO-2025-000323,WLC-016,C015,马瑞利,50,P1,2025-06-08 09:00:00,2025-06-12 08:00:00,2025-06-12 05:10:58,0.11,已完工,双色,WLC
WO-2025-000324,BUM-013,C008,岚图汽车,302,P2,2025-11-01 17:00:00,2025-11-11 17:00:00,2025-11-11 10:25:54,0.72,已完工,油压,BUM
WO-2026-000325,CUP-030,C018,李尔,152,P2,2026-01-28 18:00:00,2026-02-06 22:00:00,2026-02-07 01:43:32,0.1,已完工,全电动,CUP
WO-2024-000326,TLM-022,C016,安波福,261,P2,2024-10-31 17:00:00,2024-11-08 18:00:00,,4.38,已取消,油压,TLM
WO-2024-000327,DRH-011,C009,路特斯,127,P2,2024-04-29 13:00:00,2024-05-05 00:00:00,2024-05-04 16:46:01,0.18,已完工,全电动,DRH
WO-2024-000328,TLP-007,C009,路特斯,125,P0,2024-12-19 08:00:00,2024-12-20 08:00:00,,0.16,待开工,双色,TLP
WO-2024-000329,DUO-007,C010,极氪,527,P2,2024-09-20 11:00:00,2024-09-25 17:00:00,2024-09-25 13:46:01,2.1,已完工,双色,DUO
WO-2026-000330,WLC-020,C006,小鹏汽车,130,P1,2026-04-14 12:00:00,2026-04-19 00:00:00,2026-04-19 04:22:08,0.31,已完工,双色,WLC
WO-2025-000331,TLP-017,C018,李尔,110,P2,2025-02-05 08:00:00,2025-02-14 21:00:00,2025-02-15 01:58:34,0.35,已完工,双色,TLP
WO-2024-000332,TLP-021,C020,采埃孚,180,P1,2024-09-30 16:00:00,2024-10-05 13:00:00,,0.27,待开工,双色,TLP
WO-2025-000333,BUM-016,C007,零跑汽车,281,P0,2025-02-06 18:00:00,2025-02-08 13:00:00,,5.5,待开工,油压,BUM
WO-2026-000334,DRH-022,C003,伟世通,89,P2,2026-01-05 10:00:00,2026-01-10 15:00:00,2026-01-10 20:20:01,0.59,已完工,全电动,DRH
WO-2025-000335,DUO-004,C016,安波福,323,P2,2025-02-24 13:00:00,2025-03-02 23:00:00,2025-03-02 21:59:05,1.01,已完工,双色,DUO
WO-2024-000336,CUP-002,C006,小鹏汽车,272,P1,2024-04-25 17:00:00,2024-04-29 05:00:00,2024-04-29 09:40:53,3.66,已完工,全电动,CUP
WO-2024-000337,VEN-018,C010,极氪,1322,P2,2024-05-19 15:00:00,2024-05-28 09:00:00,,9.27,已取消,全电动,VEN
WO-2024-000338,CUP-004,C018,李尔,263,P2,2024-04-14 16:00:00,2024-04-22 17:00:00,2024-04-22 12:59:36,0.32,已完工,全电动,CUP
WO-2026-000339,VEN-003,C004,佛吉亚,554,P2,2026-03-28 13:00:00,2026-04-04 09:00:00,2026-04-04 00:23:24,3.98,已完工,全电动,VEN
WO-2025-000340,TLM-023,C009,路特斯,364,P1,2025-06-19 10:00:00,2025-06-22 06:00:00,2025-06-22 05:39:17,1.64,已完工,油压,TLM
WO-2025-000341,VEN-021,C016,安波福,50,P0,2025-12-08 15:00:00,2025-12-10 09:00:00,,0.92,待开工,全电动,VEN
WO-2024-000342,DUO-007,C006,小鹏汽车,103,P2,2024-08-28 16:00:00,2024-09-04 17:00:00,2024-09-04 19:01:53,0.47,已完工,双色,DUO
WO-2024-000343,BUM-019,C005,比亚迪,102,P1,2024-09-15 13:00:00,2024-09-19 04:00:00,,0.43,待开工,油压,BUM
WO-2024-000344,CUP-001,C017,麦格纳,143,P2,2024-02-01 16:00:00,2024-02-06 19:00:00,2024-02-06 22:38:37,0.44,已完工,全电动,CUP
WO-2025-000345,DUO-011,C019,布雷博,50,P1,2025-02-28 12:00:00,2025-03-04 15:00:00,2025-03-04 11:18:53,0.86,已完工,双色,DUO
WO-2024-000346,DRH-020,C020,采埃孚,532,P2,2024-03-19 17:00:00,2024-03-26 02:00:00,2024-03-25 21:10:02,7.32,已完工,全电动,DRH
